PRDUCT,ENTRPS,RTRVL_RESN,ENFRC_YN,RTRVL_CMMND_DT,RECALL_COMMAND_DATE,ITEM_SEQ,BIZRNO,STD_CD,MAPPED_ITEM_SEQ
"뉴스피린장용정100밀리그램(아스피린)","(주)다산제약","성상 부적합 우려(낱알 표면 매끄럽지 못함, 낱알끼리 붙어 있는 현상)로 영업자 회수※ 포장단위 500정에 한함",N,20241101000000,20241031,201801356,1058184395,"8806786008108,8806786008115,8806786008122",201801356
"아스팜장용정(아스피린)","한국코러스(주)","성상 부적합 우려(낱알 표면 매끄럽지 못함, 낱알끼리 붙어 있는 현상)로 영업자 회수※ 포장단위 500정에 한함",N,20241101000000,20241031,201706882,2058140116,"8806472044403,8806472044410,8806472044427,8806472044434",201706882
"쉴드맥스라이트보건용마스크(KF80)(대형)(흰색,검정색)","주식회사벤투스솔루션","품질부적합(분진포집효율)",Y,20241107000000,20241030,202009010,6068550310,"",
"삼성아스피린장용정100밀리그램","삼성제약(주)","성상 부적합 우려(낱알 표면 매끄럽지 못함, 낱알끼리 붙어 있는 현상)로 영업자 회수※ 포장단위 500정에 한함",N,20241203000000,20241030,202001489,2078100726,"8806423083307,8806423083314,8806423083321",202001489
"광동아스피린장용정100mg","광동제약(주)","성상 부적합 우려(낱알 표면 매끄럽지 못함, 낱알끼리 붙어 있는 현상)로 영업자 회수※ 포장단위 500정에 한함",N,20241203000000,20241030,201702015,1138108888,"8806418062904,8806418062911,8806418062928",201702015
"명문아스피린장용정100mg","명문제약(주)","성상 부적합 우려(낱알 표면 매끄럽지 못함, 낱알끼리 붙어 있는 현상)로 영업자 회수※ 포장단위 500정에 한함",N,20250108000000,20241030,201310207,1248135615,"8806498063808,8806498063815,8806498063822,8806498063839",201310207
"에스오엠정20mg(에스오메프라졸마그네슘삼수화물)","대한뉴팜(주)","성상 부적합 우려(정제 깨짐)로 영업자 회수",N,20250102000000,20241030,201506743,2298110729,"8806699063904,8806699063911",
"에스오엠정40mg(에스오메프라졸마그네슘삼수화물)","대한뉴팜(주)","성상 부적합 우려(정제 깨짐)로 영업자 회수",N,20250102000000,20241030,201506744,2298110729,"8806699064109,8806699064116",
"프라임아스피린장용정100밀리그램","한국프라임제약(주)","성상 부적합 우려(낱알 표면 매끄럽지 못함, 낱알끼리 붙어 있는 현상)로 영업자 회수※ 포장단위 500정에 한함",N,20250408000000,20241030,201301656,4028524506,"8806636056105,8806636056112,8806636056129",201301656
"아나피린장용정100밀리그램(아스피린)","아주약품(주)","성상 부적합 우려(낱알 표면 매끄럽지 못함, 낱알끼리 붙어 있는 현상)로 영업자 회수※ 포장단위 500정에 한함",N,20241217000000,20241030,201207417,8028803696,"8806540042201,8806540042218,8806540042225",201207417
"아스필장용정(아스피린100밀리그람)","익수제약(주)","성상 부적합 우려(낱알 표면 매끄럽지 못함, 낱알끼리 붙어 있는 현상)로 영업자 회수※ 포장단위 500정에 한함",N,20241107000000,20241030,201306112,1268104419,"8806585016007,8806585016014,8806585016021,8806585016038",201306112
"1.쉴드맥스플러스보건용마스크(KF80)(대형)(흰색), 2.쉴드맥스플러스보건용마스크(KF80)(대형)(검정색)","주식회사벤투스솔루션","품질부적합(분진포집효율)",Y,20241111000000,20241030,202103934,6068550310,"",
"이텍스아스피린장용정100mg(아스피린)","(주)테라젠이텍스","성상 부적합 우려(낱알 표면 매끄럽지 못함, 낱알끼리 붙어 있는 현상)로 영업자 회수※ 포장단위 500정에 한함",N,20241224000000,20241028,201206625,1348545665,"8806985023001,8806985023018,8806985023025,8806985023032,8806985023049",201206625
"올본일당귀","주식회사올본","중금속(카드뮴)",Y,20241101000000,20241022,201904014,4858801436,"8800612015902,8800612015919,8800612015926,8800612015933,8800612015940",
"나음방풍","(주)나음제약","중금속(카드뮴)",Y,20241112000000,20241022,201904911,2828601283,"8800645005406,8800645005413,8800645005420",
"엔탭허브단삼","(주)엔탭허브","정량법",Y,20241016000000,20241007,201900571,3308101200,"8800626005500,8800626005517,8800626005524",
"자연세상절패모","(주)자연세상","중금속(카드뮴)",Y,20241022000000,20241007,201306716,1278641862,"8800675010500,8800675010517,8800675010524,8800675010531,8800675010548",
"광덕당귀","(주)광덕생약","품질부적합(카드뮴초과)",Y,20241104000000,20241002,199503805,4098120105,"8800646001209,8800646001216",
"아젤란정(아젤라스틴염산염)","알리코제약(주)","아젤란정(아젤라스틴염산염) 직접 포장용기에 아페낙정(아세클로페낙)으로 표시기재 사항이 일부 오부착 됨에 따른 영업자 회수",N,20241024000000,20240927,200400838,1348115033,"8806560007402,8806560007419,8806560007426,8806560007433",
"듀프렌즈셀라인솔루션(염화나트륨)(수출명:Eye Wash, Premium Saline)","제이케이제약(주)","미생물한도 부적합",Y,20241014000000,20240925,201310705,4098628795,"",
"드림아이에스액(20%염산폴리헥사메칠렌비구아니드)","제이케이제약(주)","미생물한도 부적합",Y,20241014000000,20240925,201400786,4098628795,"",
"이브콘택트렌즈멀티솔루션액(20%염산폴리헥사메칠렌비구아니드)","제이케이제약(주)","미생물 한도 부적합",Y,20241014000000,20240925,201310078,4098628795,"",
"퍼펙트크린아이액(염화나트륨)","제이케이제약(주)","미생물 한도 부적합",Y,20241014000000,20240925,201310517,4098628795,"",
"로세틴캡슐10밀리그램(플루옥세틴염산염)","명문제약(주)","불순물(N-nitroso-fluoxetine) 초과 검출에 따른 사전예방적 조치로 시중 유통품에 대해 영업자 회수",N,20250305000000,20240924,200611319,1248135615,"8806498005808,8806498005815,8806498005822,8806498005839,8806498005846",
"씨케이오약","씨케이(주)","중금속(카드뮴)부적합- 기준1.0ppm 결과 1.2ppm",Y,"",20240920,200700617,2048123491,"8800619010603,8800619010610,8800619010627,8800619010634",
"선일작약","농업회사법인선일생약주식회사","중금속(카드뮴)",Y,20241008000000,20240919,201108776,1328199911,"8800617005007,8800617005014,8800617005021,8800617005038,8800617005045,8800617005052,8800617005069",
"주플리에외용액(에피나코나졸)","(주)대웅제약","안정성시험 결과 기준일탈(유연물질)에 따른 사전예방적 조치로 영업자 회수",N,20250124000000,20240919,202400367,1248601143,"8806416079300,8806416079317,8806416079409,8806416079416",
"서울암로디핀베실산염정","(주)서울제약","낱알 식별 각인이 잘못되어 다른 제품 오인 우려에 따른 영업자회수",N,20241014000000,20240913,201306045,1338130405,"8806529033404,8806529033411,8806529033428",
"한솔절패모","한솔제약(주)","품질부적합(중금속 초과 검출)",Y,20240924000000,20240913,200304605,2048143497,"8800659001807,8800659001814,8800659001821",
"훼로맥스액(폴리말토오스수산화제이철착염)","한미약품(주)","용기 파손 및 파편 혼입 우려에 따른 병 용기 제품 영업자 회수",N,20241007000000,20240909,199902726,1248700613,"8806435039903,8806435039910,8806435039927,8806435039934,8806435039941,8806435039958,8806435039965",199902726
"씨케이저령","씨케이(주)","중금속(납)부적합 기준5ppm 결과 7ppm",N,"",20240903,200700650,2048123491,"",
"현진육두구","(주)현진제약","순도시험 4) 곰팡이독소",Y,20240927000000,20240830,200504604,2048189192,"8800648011800,8800648011817,8800648011824,8800648011831",
"엔탭허브박하","(주)엔탭허브","잔류농약",Y,20240919000000,20240830,201900553,3308101200,"8800626009003,8800626009010,8800626009027",
"콤탄정200밀리그램(엔타카폰)","알보젠코리아(주)","시판후 안정성 시험에서 불순물(NDEA) 초과 검출에 따른 영업자회수",N,20241024000000,20240830,199906916,2158121950,"8806526069208,8806526069215,8806536010702,8806536010719,8806536010726",
"삼원자소엽","(주)삼원제약","순도(이물)시험 부적합",Y,20240903000000,20240829,199805869,1578101075,"8800637024309,8800637024316",
"케이릴정2밀리그램(글리메피리드)","주식회사케이에스제약","시판후 안정성 시험에서 유연물질 초과에 따른 영업자 회수",N,"",20240828,201906365,6218801013,"8800590002109,8800590002116,8800590002123",
"뉴글리필드정2밀리그램(글리메피리드)","안국뉴팜(주)","시판후 안정성 시험에서 유연물질 초과에 따른 영업자 회수",N,20240923000000,20240827,201603555,4938700407,"8800536004402,8800536004419,8800536004426",
"그리피드정(글리메피리드)","아이큐어(주)","시판후 안정성 시험에서 유연물질 초과에 따른 영업자 회수",N,20240930000000,20240826,201600980,1148199306,"8806744006207,8806744006214,8806744006221",
"글리메피릴정2mg(글리메피리드)","(주)보령바이오파마","시판 후 안정성 시험에서 유연물질 기준 초과 우려에 따른 사전예방적 조치에 의한 영업자 회수",N,20240924000000,20240826,201902153,2088120633,"8806705015507,8806705015514,8806705015521",
"나음목단피","(주)나음제약","이산화황",Y,20240902000000,20240823,201904914,2828601283,"8800645004904,8800645004911,8800645004928,8800645004935",
"엔탭허브구척","(주)엔탭허브","중금속(납)",Y,20240906000000,20240823,201900576,3308101200,"8800626004206,8800626004213,8800626004220",
"엔탭허브차전자","(주)엔탭허브","잔류농약",Y,20240919000000,20240823,201900396,3308101200,"8800626019002,8800626019019,8800626019026",
"허브팜절패모","(주)허브팜","중금속(카드뮴)",Y,20240902000000,20240823,200505078,1328180770,"8800665009606,8800665009613,8800665009620,8800665009637,8800665009644",
"메비드정(글리메피리드)","엔비케이제약(주)","시판 후 안시판 후 안정성 시험에서 유연물질 기준 초과 우려에 따른 사전예방적 조치에 의한 영업자 회수",N,20240927000000,20240823,202002116,2158640307,"8800548008405,8800548008412,8800548008429",
"글리메디정(글리메피리드)","(주)인트로바이오파마","시판후 안정성 시험에서 유연물질 초과에 따른 영업자 회수",N,20240910000000,20240822,201901767,1348673663,"8800524012600,8800524012617,8800524012624",
"씨케이오매","씨케이(주)","벤조피렌 부적합  (기준: 5ppb이하, 결과 8ppb)",N,"",20240821,201604612,2048123491,"8800619012201,8800619012218,8800619012225,8800619012232,8800619012249",
"바른오약","(주)바른한방제약","중금속(납, 카드뮴) 부적합",Y,20240910000000,20240821,201605834,2338107882,"8800631013002,8800631013019,8800631013026,8800631013033,8800631013040,8800631013057,8800631013064",
"로글리코정(글리메피리드)","(주)메디카코리아","시판후 안정성 시험에서 유연물질 초과에 따른 영업자 회수",N,20241203000000,20240821,200401371,1208165228,"8806460004501,8806460004518,8806460004525,8806460004532,8806460004549,8806460004556,8806460004563",
"아루텍정(세티리진염산염)","(주)메디카코리아","시판후 안정성 시험에서 함량(세티리진염산염) 부적합에 따른 영업자 회수",N,20241203000000,20240821,199701398,1208165228,"8806460016702,8806460016719,8806460016726,8806460016733,8806460016740,8806460016757,8806460016764,8806460016771,8806460016788,8806460016795,8806460042510",199701398
"크린아이알파액(염화나트륨)","주식회사 케이앤제이씨","미생물 시험 부적합",Y,20240830000000,20240819,201112191,1298175306,"",
"나음사인","(주)나음제약","성상",Y,20240823000000,20240807,201904887,2828601283,"8800645007806,8800645007813,8800645007820,8800645007837",
"동양허브하수오","(주)동양허브","성상",Y,20240823000000,20240807,200608782,2128175118,"8800672022803,8800672022810",
"허브팜박하","(주)허브팜","잔류농약",Y,20240823000000,20240804,200505011,1328180770,"8800665003505,8800665003512,8800665003529",
"광덕제약계내금","농업회사법인(주)광덕","회분 부적합 기준2.0%이하 결과9.0%",Y,20241016000000,20240802,201501166,3058627965,"8800609011009,8800609011016,8800609011023",
"데카신캡슐(배농산급탕)","(주)넥스팜코리아","성상 변화(변색)에 따른 시중 유통품에 대한 영업자회수",N,"",20240801,201802862,3018125427,"8806625040009,8806625040016",
"피엠에스플루옥세틴캡슐10밀리그램(플루옥세틴염산염)","파마사이언스코리아(주)","불순물(N-nitroso-fluoxetine) 초과 검출에 따른 사전예방적 조치로 영업자 회수",N,"",20240801,201405194,2648108658,"8806276000704,8806276000711,8806276000728",
"크린아이액(염화나트륨)(수출명:cleaneye)","주식회사 케이앤제이씨","미생물 오염 우려",N,20240830000000,20240729,200806248,1298175306,"",
"드림아이액(20%염산폴리헥사메틸렌비구아니드)(수출명:MIA, O2 Active Care, Inno Vision Lens, Magia Color, Eurosoft, Europa, Seeshell, Immy Eye, Dream Eye, Any Eye Multi, Any Eye Gold, Golden Eye, Beauty Look, Natural Care, Natural Clear, Julia, Bos, Tint, O Eye, Eye Gem, Glanz, Maxi-Care, Frenz B5, Opti B5, Crystal Eye, OPTI-LUX, Natural Clear Plus, INNO AQUA, Eye Care, SOLO SOFT CARE, Aqua B5, Kiss Eye, Oasys active)","주식회사 케이앤제이씨","미생물 오염 우려",N,20240830000000,20240727,200800460,1298175306,"",
