CPNT_CD,DRUG_CPNT_KOR_NM,DRUG_CPNT_ENG_NM,FOML_CD,FOML_NM,DOSAGE_ROUTE_CODE,DAY_MAX_DOSG_QY_UNIT,DAY_MAX_DOSG_QY
M040523,"작약","Peony Root",050101,"과립제","경구","포",3.00000
M040523,"작약","Peony Root",100101,"경구용현탁액제","경구","밀리리터",40.00000
M040527,"정향",Clove,010201,"필름코팅정","경구","정",6.00000
M040527,"정향",Clove,060101,"산제","경구","포",3.00000
M040527,"정향",Clove,109801,"경구용액제","경구","",0.00000
M040528,"젖산","Lactic Acid",640201,"혈액투석제, 액제","기타","",0.00000
M040531,"젤라틴",Gelatin,020104,"경질캡슐제, 과립제정제","경구","",0.00000
M040534,"주사용수","Water For Injection",210110,"주사용수액용용제","","",0.00000
M040534,"주사용수","Water For Injection",210110,"주사용수액용용제","정맥","",0.00000
M040534,"주사용수","Water For Injection",210110,"주사용수액용용제","정맥, 근육, 피하","",0.00000
M040534,"주사용수","Water For Injection",210113,"수액제","","",0.00000
M040534,"주사용수","Water For Injection",210402,"용액용동결건조분말주사제","정맥, 근육","",0.00000
M040538,"진피","Citrus Unshiu Peel",010201,"필름코팅정","경구","정",6.00000
M040538,"진피","Citrus Unshiu Peel",040101,"환제","경구","",0.00000
M040538,"진피","Citrus Unshiu Peel",060101,"산제","경구","포",3.00000
M040538,"진피","Citrus Unshiu Peel",109801,"경구용액제","경구","",0.00000
M040548,"창출","Atractylodes Rhizome",040101,"환제","경구","",0.00000
M040548,"창출","Atractylodes Rhizome",060301,"세립","경구","포",3.00000
M040548,"창출","Atractylodes Rhizome",109801,"경구용액제","경구","",0.00000
M040550,"천궁","Cnidium Rhizome",100101,"경구용현탁액제","경구","밀리리터",40.00000
M040558,"염산치아민","Thiamine Hydrochloride",020101,"경질캡슐제, 산제","경구","캡슐",3.00000
M040558,"염산치아민","Thiamine Hydrochloride",020202,"연질캡슐제, 현탁상","경구","캡슐",3.00000
M040569,"카르바마제핀",Carbamazepine,010101,"나정","경구","정",6.00000
M040569,"카르바마제핀",Carbamazepine,010502,"서방성필름코팅정","경구","정",6.00000
M040569,"카르바마제핀",Carbamazepine,070101,"액상시럽제","경구","밀리리터",60.00000
M040574,"카올린",Kaolin,070101,"액상시럽제","경구","밀리리터",60.00000
M040594,"콜레칼시페롤",Cholecalciferol,010201,"필름코팅정","경구","정",1.00000
M040594,"콜레칼시페롤",Cholecalciferol,020202,"연질캡슐제, 현탁상","경구","캡슐",4.00000
M040594,"콜레칼시페롤",Cholecalciferol,100601,"경구용유제","경구","밀리리터",2000.00000
M040614,"클로르족사존",Chlorzoxazone,010101,"나정","경구","정",8.00000
M040614,"클로르족사존",Chlorzoxazone,010201,"필름코팅정","","정",8.00000
M040614,"클로르족사존",Chlorzoxazone,010201,"필름코팅정","경구","정",8.00000
M040615,"클로르탈리돈",Chlorthalidone,010101,"나정","경구","정",8.00000
M040615,"클로르탈리돈",Chlorthalidone,010201,"필름코팅정","경구","정",1.00000
M040615,"클로르탈리돈",Chlorthalidone,010201,"필름코팅정","경구, 경구","정",1.00000
M040615,"클로르탈리돈",Chlorthalidone,010401,"다층정","경구","정",1.00000
M040624,"자일리톨",Xylitol,210101,"용액주사제","정맥","밀리리터",1500.00000
M040625,"탄닌산","Tannic Acid",210411,"외용산제","외용","",0.00000
M040628,"탄산리튬","Lithium Carbonate",010101,"나정","경구","정",12.00000
M040629,"탄산마그네슘","Magnesium Carbonate",010101,"나정","경구","정",12.00000
M040629,"탄산마그네슘","Magnesium Carbonate",010201,"필름코팅정","경구","정",9.00000
M040629,"탄산마그네슘","Magnesium Carbonate",010704,"유핵정","경구","정",6.00000
M040629,"탄산마그네슘","Magnesium Carbonate",050101,"과립제","경구","포",3.00000
M040629,"탄산마그네슘","Magnesium Carbonate",060101,"산제","경구","포",3.00000
M040631,"탄산수소나트륨","Sodium Bicarbonate",010101,"나정","경구","정",9.00000
M040631,"탄산수소나트륨","Sodium Bicarbonate",010201,"필름코팅정","경구","정",12.00000
M040631,"탄산수소나트륨","Sodium Bicarbonate",010201,"필름코팅정","경구, 경구","정",1.00000
M040631,"탄산수소나트륨","Sodium Bicarbonate",010401,"다층정","경구","정",6.00000
M040631,"탄산수소나트륨","Sodium Bicarbonate",050101,"과립제","경구","포",8.00000
M040631,"탄산수소나트륨","Sodium Bicarbonate",050404,"발포과립제","경구","",0.00000
M040631,"탄산수소나트륨","Sodium Bicarbonate",060301,"세립","경구","포",3.00000
M040631,"탄산수소나트륨","Sodium Bicarbonate",100101,"경구용현탁액제","경구","밀리리터",80.00000
M040631,"탄산수소나트륨","Sodium Bicarbonate",109801,"경구용액제","경구","밀리리터",80.00000
M040631,"탄산수소나트륨","Sodium Bicarbonate",109806,"관류제","외용","",0.00000
M040631,"탄산수소나트륨","Sodium Bicarbonate",109806,"관류제","체외","",0.00000
M040631,"탄산수소나트륨","Sodium Bicarbonate",210101,"용액주사제","정맥","",0.00000
M040631,"탄산수소나트륨","Sodium Bicarbonate",410101,"점안용액제","눈","",0.00000
M040631,"탄산수소나트륨","Sodium Bicarbonate",450130,"혈액투석액제용농축물용산제","체외","",0.00000
M040631,"탄산수소나트륨","Sodium Bicarbonate",640101,"복막투석제, 액제","복강","",0.00000
M040631,"탄산수소나트륨","Sodium Bicarbonate",640201,"혈액투석제, 액제","기타","",0.00000
M040631,"탄산수소나트륨","Sodium Bicarbonate",640201,"혈액투석제, 액제","정맥","",0.00000
M040633,"탄산칼륨","Potassium Carbonate",100601,"경구용유제","경구","밀리리터",2000.00000
M040634,"침강탄산칼슘","Precipitated Calcium Carbonate",010101,"나정","경구","정",10.00000
M040634,"침강탄산칼슘","Precipitated Calcium Carbonate",010201,"필름코팅정","","정",6.00000
M040634,"침강탄산칼슘","Precipitated Calcium Carbonate",010201,"필름코팅정","경구","정",6.00000
M040634,"침강탄산칼슘","Precipitated Calcium Carbonate",010401,"다층정","경구","정",6.00000
M040634,"침강탄산칼슘","Precipitated Calcium Carbonate",010704,"유핵정","경구","정",6.00000
M040634,"침강탄산칼슘","Precipitated Calcium Carbonate",010801,"추어블정(저작정)","경구","정",1.00000
M040634,"침강탄산칼슘","Precipitated Calcium Carbonate",020202,"연질캡슐제, 현탁상","경구","캡슐",4.00000
M040634,"침강탄산칼슘","Precipitated Calcium Carbonate",050101,"과립제","경구","포",8.00000
M040634,"침강탄산칼슘","Precipitated Calcium Carbonate",060101,"산제","경구","포",3.00000
M040634,"침강탄산칼슘","Precipitated Calcium Carbonate",100101,"경구용현탁액제","경구","밀리리터",80.00000
M040634,"침강탄산칼슘","Precipitated Calcium Carbonate",109801,"경구용액제","경구","밀리리터",80.00000
M040639,"테스토스테론",Testosterone,370101,"피부용겔제","코","그램",0.73000
M040643,"테오필린",Theophylline,010502,"서방성필름코팅정","경구","정",2.00000
M040643,"테오필린",Theophylline,060501,"건조시럽제, 산제","경구","",0.00000
M040647,"토코페롤",Tocopherol,020201,"연질캡슐제, 액상","경구","캡슐",3.00000
M040647,"토코페롤",Tocopherol,020202,"연질캡슐제, 현탁상","경구","캡슐",6.00000
M040648,"초산토코페롤","Tocopherol Acetate",100601,"경구용유제","경구","밀리리터",2000.00000
M040650,"톨나프테이트",Tolnaftate,100405,"피부액제","외용","",0.00000
M040657,"트로픽아미드",Tropicamide,410101,"점안용액제","눈","",0.00000
M040658,"트롬빈",Thrombin,210402,"용액용동결건조분말주사제","외용","",0.00000
M040658,"트롬빈",Thrombin,990105,"킷트","기타","",0.00000
M040658,"트롬빈",Thrombin,990203,"약물이포함된스폰지","외용","",0.00000
M040661,"트리암시놀론",Triamcinolone,010101,"나정","경구","정",16.00000
M040662,"트리암시놀론아세토니드","Triamcinolone Acetonide",210201,"현탁액주사제","근육, 피내","밀리리터",8.00000
M040662,"트리암시놀론아세토니드","Triamcinolone Acetonide",320101,"지지체가있는첩부제","구강","정",2.00000
M040662,"트리암시놀론아세토니드","Triamcinolone Acetonide",340101,"피부페이스트제","외용","",0.00000
M040662,"트리암시놀론아세토니드","Triamcinolone Acetonide",350101,"피부연고제","외용","",0.00000
M040662,"트리암시놀론아세토니드","Triamcinolone Acetonide",350103,"구강용연고제","구강","",0.00000
M040662,"트리암시놀론아세토니드","Triamcinolone Acetonide",360101,"피부크림제","외용","",0.00000
M040662,"트리암시놀론아세토니드","Triamcinolone Acetonide",410401,"점안주사제","기타","바이알",0.10000
M040678,"판크레아틴",Pancreatin,010201,"필름코팅정","경구","정",6.00000
M040678,"판크레아틴",Pancreatin,010602,"장용성필름코팅정","경구","정",6.00000
M040678,"판크레아틴",Pancreatin,010603,"장용성당의정","경구","정",6.00000
M040678,"판크레아틴",Pancreatin,020103,"경질캡슐제, 정제","경구","캡슐",6.00000
M040679,"판토텐산칼슘","Calcium Pantothenate",010201,"필름코팅정","경구","정",3.00000
M040679,"판토텐산칼슘","Calcium Pantothenate",010301,"당의정","경구","정",6.00000
M040679,"판토텐산칼슘","Calcium Pantothenate",020101,"경질캡슐제, 산제","경구","캡슐",4.00000
M040679,"판토텐산칼슘","Calcium Pantothenate",020202,"연질캡슐제, 현탁상","경구","캡슐",6.00000
M040685,"페노바르비탈",Phenobarbital,010101,"나정","경구","정",6.67000
M040688,"페놀",Phenol,100405,"피부액제","외용","",0.00000
M040702,"포도당",Glucose,109806,"관류제","체외","",0.00000
M040702,"포도당",Glucose,210101,"용액주사제","정맥","",0.00000
M040702,"포도당",Glucose,410101,"점안용액제","눈","",0.00000
M040702,"포도당",Glucose,450130,"혈액투석액제용농축물용산제","기타","",0.00000
M040702,"포도당",Glucose,640201,"혈액투석제, 액제","정맥","",0.00000
M040715,"푸로세미드",Furosemide,010101,"나정","경구","정",15.00000
M040715,"푸로세미드",Furosemide,210101,"용액주사제","근육, 정맥","",0.00000
M040715,"푸로세미드",Furosemide,210101,"용액주사제","정맥, 근육","",0.00000
M040717,"프레드니솔론",Prednisolone,070101,"액상시럽제","경구","밀리리터",60.00000
M040717,"프레드니솔론",Prednisolone,360101,"피부크림제","외용","",0.00000
M040717,"프레드니솔론",Prednisolone,360110,"구강용크림제","구강","",0.00000
M040719,"프로게스테론",Progesterone,210101,"용액주사제","근육","밀리리터",2.00000
M040719,"프로게스테론",Progesterone,420201,"질좌제, 일반","질","개",2.00000
M040740,"플루오로우라실",Fluorouracil,210101,"용액주사제","정맥","",0.00000
M040740,"플루오로우라실",Fluorouracil,210101,"용액주사제","정맥, 동맥","",0.00000
M040741,"플루오시놀론아세토니드","Fluocinolone Acetonide",360101,"피부크림제","외용","",0.00000
M040741,"플루오시놀론아세토니드","Fluocinolone Acetonide",510101,"서방형이식제, 국소용","","정",1.00000
M040746,"피라진아미드",Pyrazinamide,010301,"당의정","경구","정",6.00000
M040757,"피토나디온(비타민케이)",Phytonadione,210101,"용액주사제","정맥, 근육, 피하","",0.00000
M040766,"할로페리돌",Haloperidol,010101,"나정","경구","정",66.67000
M040766,"할로페리돌",Haloperidol,210101,"용액주사제","근육","앰플",3.00000
M040769,"행인","Apricot Kernel",100101,"경구용현탁액제","경구","밀리리터",40.00000
M040773,"헤파린나트륨","Heparin Sodium",370101,"피부용겔제","외용","",0.00000
M040775,"현호색","Corydalis Tuber",109801,"경구용액제","경구","",0.00000
M040787,"황",Sulfur,010101,"나정","경구","정",8.00000
M040789,"황금","Scutellaria Root",100101,"경구용현탁액제","경구","밀리리터",40.00000
M040799,"황산동","Cupric Sulfate Hydrate",020101,"경질캡슐제, 산제","경구","캡슐",1.00000
M040799,"황산동","Cupric Sulfate Hydrate",100601,"경구용유제","경구","밀리리터",2000.00000
M040802,"황산아연","Zinc Sulfate",010201,"필름코팅정","경구","정",1.00000
M040802,"황산아연","Zinc Sulfate",100601,"경구용유제","경구","밀리리터",2000.00000
M040805,"건조황산제일철","Dried Ferrous Sulfate",010201,"필름코팅정","경구","정",2.00000
M040805,"건조황산제일철","Dried Ferrous Sulfate",020202,"연질캡슐제, 현탁상","경구","캡슐",2.00000
M040806,"황산칼륨","Potassium Sulfate",010201,"필름코팅정","경구","정",14.00000
M040806,"황산칼륨","Potassium Sulfate",020202,"연질캡슐제, 현탁상","경구","캡슐",2.00000
M040806,"황산칼륨","Potassium Sulfate",060101,"산제","경구","",0.00000
M040806,"황산칼륨","Potassium Sulfate",060201,"용액용산제","경구","",0.00000
M040806,"황산칼륨","Potassium Sulfate",109801,"경구용액제","경구","",0.00000
M040811,"회향",Fennel,010201,"필름코팅정","경구","정",6.00000
M040811,"회향",Fennel,060101,"산제","경구","포",3.00000
M040812,"회향유","Fennel Oil",010101,"나정","경구","정",9.00000
M040813,"후박","Magnolia Bark",040101,"환제","경구","",0.00000
M040813,"후박","Magnolia Bark",109801,"경구용액제","경구","",0.00000
M040818,"히드로코르티손",Hydrocortisone,010101,"나정","경구","정",24.00000
M040818,"히드로코르티손",Hydrocortisone,100201,"피부로션제","외용","",0.00000
M040818,"히드로코르티손",Hydrocortisone,350101,"피부연고제","외용","",0.00000
M040818,"히드로코르티손",Hydrocortisone,360101,"피부크림제","외용","",0.00000
M040819,"초산히드로코르티손","Hydrocortisone Acetate",350101,"피부연고제","외용","",0.00000
M044300,"포도당일수화물","Glucose Monohydrate",210113,"수액제","","",0.00000
M044300,"포도당일수화물","Glucose Monohydrate",210113,"수액제","정맥","",0.00000
M044300,"포도당일수화물","Glucose Monohydrate",210113,"수액제","주사, 정맥","",0.00000
M044300,"포도당일수화물","Glucose Monohydrate",640101,"복막투석제, 액제","복강","",0.00000
M050022,"강활","Ostericum Root",080101,"연조엑스제","경구","회",3.00000
M050036,"육계","Cinnamon Bark",010201,"필름코팅정","경구","정",6.00000
M050036,"육계","Cinnamon Bark",020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M050036,"육계","Cinnamon Bark",040101,"환제","경구","",0.00000
M050036,"육계","Cinnamon Bark",050101,"과립제","경구","포",3.00000
M050036,"육계","Cinnamon Bark",060101,"산제","경구","포",3.00000
M050036,"육계","Cinnamon Bark",100101,"경구용현탁액제","경구","밀리리터",40.00000
