DUR_SEQ,TYPE_NAME,MIX_TYPE,INGR_CODE,INGR_ENG_NAME,INGR_NAME,MIX_INGR,ORI_INGR,CLASS_NAME,FORM_NAME,GRADE,NOTIFICATION_DATE,PROHBT_CONTENT,REMARK,DEL_YN
1945,"임부금기","단일",D000581,Calcitriol,"칼시트리올","","[M082905]칼시트리올","","정제/캡슐/용액주사제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제","2등급",20130712,"과량투여시 태아독성의 위험(육체적·정신적 발달지체, 대동맥 협착).","","정상"
1946,"임부금기","단일",D000053,Camostat,"카모스타트","","[M249049]카모스타트메실산염","","정제","2등급",20130712,"동물실험에서 과량투여시 태자 체중억제 보고.","","정상"
1947,"임부금기","단일",D000580,Canagliflozin,"카나글리플로진","","[M259297]카나글리플로진 반수화물","","정제","2등급",20160129,"임부에 대한 안전성 미확립
동물실험에서 사람의 임신 2기와 3기에 해당하는 신장 발달 독성(신우 및 세뇨관 확장) 보고","","정상"
1948,"임부금기","단일",D000051,Carbidopa,"카르비도파","","[M089172]카르비도파/[M256275]카르비도파수화물","","정제/겔","2등급",20130712,"동물실험에서 내장, 골격기형 발생 보고.","","정상"
1949,"임부금기","단일",D000174,Carbimazole,"카르비마졸","","[M081383]카르비마졸","","정제","2등급",20140915,"태반 통과함.임신 초기(14주) 및 고용량 투여 시 선천성 피부 무형성, 두개안면 기형(후비공 폐쇄; 안면기형), 배꼽탈장, 식도폐쇄증, 배꼽창자간막관 기형, 심실사이막결손이 보고됨.임신 가능성이 있는 여성은 치료기간 동안 효과적으로 피임해야 함.","","정상"
1950,"임부금기","단일",D000371,Carboplatin,"카르보플라틴","","[M087020]카르보플라틴","","용액주사제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제","2등급",20081211,"임부에 대한 안전성 미확립.
몇몇 실험체계에서 태아독성과 변이원성 보고
동물실험에서 태자치사 및 최기형성 보고.","","정상"
1951,"임부금기","단일",D000337,Cetrorelix,"세트로렐릭스","","[M250438]세트로렐릭스아세트산염","","용액주사제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제","1등급",20081211,"동물실험에서 착상수 감소, 착상전후 소실 증가, 고용량 투여시 완전한 불임 나타냄.","","정상"
1952,"임부금기","단일",D000646,Cetuximab,"세툭시맙","","[M237903]세툭시맙 (숙주: Sp2/0-Ag14,   벡터: pdHL2-C225)","","용액주사제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제","2등급",20130523,"임부에 대한 안전성 미확립.
동물실험에서 용량 의존적으로 유산 발생율 증가 관찰.","","정상"
1953,"임부금기","단일",D000377,Chlorthalidone,"클로르탈리돈","","[M040615]클로르탈리돈","","정제","2등급",20130712,"저혈량증이나 혈액점도 증가, 태반환류 감소 가능성. 티아지드계 이뇨제의 사용은 태아 골수억제와 혈소판감소증 및 태아·신생아 황달과의 관련성 보고.","","정상"
1954,"임부금기","단일",D000339,Cinacalcet,"시나칼세트","","[A005339]시나칼세트","","정제","2등급",20150520,"임부에 대한 안전성 미확립. 
임신한 랫드에게 25 mg/kg/day(인체 노출량(하루 180 mg)의 3배 용량)로 경구 투여시, 모체에서 저칼슘혈증(분만시 사망 및 출생후 초기차산자 사망), 체중증가 억제, 태아 중량감소(차산자 체중 증가량 감소), 섭이량 감소 및 태반통과 보고.","","정상"
1955,"임부금기","단일",D000341,Ciprofibrate,"시프로피브레이트","","[M085636]시프로피브레이트","","정제/캡슐","2등급",20130712,"동물실험에서 고용량 투여시 기형발생 가능성.","","정상"
1956,"임부금기","단일",D000340,Cisplatin,"시스플라틴","","[M081325]시스플라틴","","용액주사제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제","2등급",20081211,"동물실험에서 기형유발 작용, 태자치사율 증가 보고.","","정상"
1957,"임부금기","단일",D000054,Cladribine,"클라드리빈","","[M094161]클라드리빈","","용액주사제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제","2등급",20081211,"동물실험에서 기형유발 보고.","","정상"
1958,"임부금기","단일",D000058,Clinofibrate,"클리노피브레이트","","[M040622]클리노피브레이트","","정제","2등급",20130712,"동물실험에서 태자 및 모유중으로의 이행이 보고.","","정상"
1963,"임부금기","단일",D000378,Clobasam,"클로바잠","","[M051537]클로바잠","","정제","2등급",20121213,"임부에 대한 안전성 미확립","","정상"
1964,"임부금기","단일",D000030,Amisulpride,"아미설프리드","","[M089148]아미설프리드","","","2등급",00120925,"임부에 대한 안전성 미확립.","경구","정상"
1965,"임부금기","단일",D000030,Amisulpride,"아미설프리드","","[M089148]아미설프리드","","","2등급",00120925,"임부에 대한 안전성 미확립.","경구","정상"
1966,"임부금기","단일",D000030,Amisulpride,"아미설프리드","","[M089148]아미설프리드","","정제","2등급",20120925,"임부에 대한 안전성 미확립.","경구","정상"
1967,"임부금기","단일",D000809,Amitriptyline,"아미트리프틸린","","[M040348]염산아미트리프틸린/[M089101]염산아미트리프틸린서방정과립/[M201277]염산아미트리프틸린서방과립/[M223101]아미트리프틸린염산염","","정제","2등급",20121213,"임부에 대한 안전성 미확립.","","정상"
1968,"임부금기","단일",D000152,Amlodipine,"암로디핀","","[M083437]베실산암로디핀/[M100608]말레인산암로디핀/[M100610]캄실산암로디핀/[M101934]암로디핀/[M102166]메실산암로디핀일수화물/[M102534]암로디핀오로트산염/[M222875]암로디핀베실산염/[M246033]암로디핀캄실산염/[M250821]암로디핀아디핀산염/[M250983]암로디핀말레산염/[M251079]암로디핀니코틴산염/[M254832]암로디핀메실산염일수화물/[M257408]암로디핀아디프산염","","정제/캡슐","2등급",20081211,"임부에 대한 안전성 미확립.","","정상"
1969,"임부금기","단일",D000653,Amosulalol,"아모설랄롤","","[M257409]아모설랄롤염산염","","정제","2등급",20081211,"동물실험에서 치사율 및 신생자 사망률 증가, 암컷의 성주기 변화, 수태율 저하, 초기흡수 증가, 골화지연 보고.","경구","정상"
1970,"임부금기","단일",D000248,Amoxapine,"아목사핀","","[M088554]아목사핀","","정제","2등급",20121213,"동물실험에서 삼환계 항우울약의 기형발생 작용 보고.","경구","정상"
1971,"임부금기","단일",D000451,Aripiprazole,"아리피프라졸","","[M096829]아리피프라졸/[M263313]아리피프라졸일수화물","","정제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제/용액주사제/경구용액제","2등급",20120925,"""임부에 대한 안전성 미확립.
동물실험에서 발생학적 독성(최기형성 포함) 증명됨.""","경구","정상"
1972,"임부금기","단일",D000450,Arotinolol,"아로티놀롤","","[M223094]아로티놀롤염산염","","정제","2등급",20081211,"동물실험에서 고용량 투여시 신우확대, 시신경결손의 자연발생빈도 증가 보고.","","정상"
1973,"임부금기","단일",D000452,Aspirin,"아스피린","","[M040355]아스피린/[M040356]아스피린알루미늄/[M071842]아스피린리신/[M081776]아스피린장용과립/[M082548]아스피린제피세립(아세틸살리실산제피세립)/[M084664]아스피린장용피입자/[M089224]주사용아스피린리신90%/[M246086]아스피린제피세립/[M253914]아스피린장용펠렛/[M264065]아스피린과립","","정제/캡슐/용액주사제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제/과립제/서방성과립제/장용성과립제 /용액용과립제/현탁액용과립제/서방성현탁액용과립제/발포과립제","2등급",20081211,"""정중배벽갈림증에 대한 위험성 증가 배제될 수 없음.
동물실험에서 생식독성 나타남, 태자의 동맥관 수축 보고.
임신 3기 동안 모든 프로스타글란딘 합성 저해제들은 태아의 심폐기관 독성(동맥관의 조기 페쇄 및 폐고혈압), 신기능 저하(이는 양수과소증) 유발 가능.
임신 말기에는 산모와 아이에서 출혈 시간 연장, 항응고 작용(저용량), 자궁 수축이 억제되어 분만시간 연장 또는 지연 가능.""","경구","정상"
1975,"임부금기","단일",D000827,Auranofin,"오라노핀","","[M081227]오라노핀","","정제","2등급",20081211,"동물실험에서 기형발생 보고.","경구","정상"
1976,"임부금기","단일",D000250,Azathioprine,"아자티오프린","","[M223108]아자티오프린","","정제","2등급",20081211,"""동물실험에서 기형발생(골격기형, 내장이상) 보고.
프레드니손과 병용투여시 태아에 림프구감소증, IgG 및 IgM의 감소, CMV 감염, 흉선 음영의 감소/모체에 범혈구감소증, 중증의 면역결핍/기형아출생 보고.""","","정상"
1977,"임부금기","단일",D000534,Balofloxacin,"발로플록사신","","[M081620]발로플록사신","","정제","2등급",20081211,"""임부에 대한 안전성 미확립.
동물실험에서 태자의 유의한 골화지연, 사망률 증가, 체중감소, 분만일지연 경향 보고.""","","정상"
1978,"임부금기","단일",D000041,Barnidipine,"바니디핀","","[M070482]염산바니디핀속방립/[M080649]염산바니디핀서방립/[M080655]염산바니디핀","","캡슐/과립제/서방성과립제/장용성과립제 /용액용과립제/현탁액용과립제/서방성현탁액용과립제/발포과립제","2등급",20081211,"""동물실험에서 태아독성 보고.
임신말기 투여시 임신기간 및 분만시간 연장 보고.""","경구","정상"
