TYPE_NAME,MIX_TYPE,INGR_CODE,INGR_ENG_NAME,INGR_NAME,MIX_INGR,FORM_NAME,ITEM_SEQ,ITEM_NAME,ITEM_PERMIT_DATE,ENTP_NAME,CHART,CLASS_CODE,CLASS_NAME,ETC_OTC_NAME,MAIN_INGR,NOTIFICATION_DATE,PROHBT_CONTENT,REMARK,INGR_ENG_NAME_FULL,CHANGE_DATE
"투여기간주의","단일",D000506,"Diclofenac Sodium","디클로페낙나트륨","","용액주사제",199603117,"코러스디클로페낙주(디클로페낙나트륨)(수출명:TELOFENINJ)(수출용)",19960430,"한국코러스(주)","무색등명한 액체가 든 갈색앰플",01140,"해열.진통.소염제","전문의약품","[M050288]디클로페낙나트륨",20150507,"","","Diclofenac Sodium(디클로페낙나트륨)",20250415
"투여기간주의","단일",D000083,Nimesulide,"니메술리드","","나정",199603356,"니막스정(니메슬리드)(수출용)",19961014,"대한뉴팜(주)","황갈색의 원형정제",01140,"해열.진통.소염제","전문의약품","[M082649]니메술리드",20150507,"","","Nimesulide(니메술리드)",20230905
"투여기간주의","단일",D000274,"Ketorolac Tromethamine","케토롤락트로메타민염","","용액주사제",199604999,"트롤락주(케토롤락트로메타민염)",19960701,"환인제약(주)","미황색의 액체가 든 갈색앰플 주사제",01140,"해열.진통.소염제","전문의약품","[M222885]케토롤락트로메타민염",20150507,"","","Ketorolac Tromethamine(케토롤락트로메타민염)",20240522
"투여기간주의","단일",D000274,"Ketorolac Tromethamine","케토롤락트로메타민염","","용액주사제",199700240,"케로라주(케토롤락트로메타민염)",19970204,"동광제약(주)","엷은 황색의 투명한 액체가 충전된 갈색 앰플제",01140,"해열.진통.소염제","전문의약품","[M222885]케토롤락트로메타민염",20150507,"","","Ketorolac Tromethamine(케토롤락트로메타민염)",20240522
"투여기간주의","단일",D000274,"Ketorolac Tromethamine","케토롤락트로메타민염","","용액주사제",199701415,"타벨주(케토롤락트로메타민염)",19970723,"(주)메디카코리아","엷은 황색의 투명 액체가 든 갈색 앰플주사제",01140,"해열.진통.소염제","전문의약품","[M222885]케토롤락트로메타민염",20150507,"","","Ketorolac Tromethamine(케토롤락트로메타민염)",20240522
"투여기간주의","단일",D000506,"Diclofenac Sodium","디클로페낙나트륨","","용액주사제",199702363,"카페낙주사(디클로페낙나트륨)",19970220,"하나제약(주)","무색투명한 용액이 든 갈색의 앰플",01140,"해열.진통.소염제","전문의약품","[M050288]디클로페낙나트륨",20150507,"","","Diclofenac Sodium(디클로페낙나트륨)",20250415
"투여기간주의","단일",D000506,"Diclofenac Sodium","디클로페낙나트륨","","장용성필름코팅정",199703386,"디페트정(디클로페낙나트륨)(수출명 : Korus Diclofenac Tab.)(수출용)",19971223,"한국코러스(주)","주황색의 원형 장용성 제피정제이다.",01140,"해열.진통.소염제","전문의약품","[M050288]디클로페낙나트륨",20150507,"","","Diclofenac Sodium(디클로페낙나트륨)",20260220
"투여기간주의","단일",D000479,"Clobetasol Propionate","클로베타솔프로피오네이트","","피부현탁액제",199800872,"스테이벤액(클로베타솔프로피오네이트)",19980921,"동화약품(주)","전질 균등한 무색의 액제",02640,"진통.진양.수렴.소염제","전문의약품","[M223224]클로베타솔프로피오네이트",20190621,"","","Clobetasol Propionate(클로베타솔프로피오네이트)",20220129
"투여기간주의","단일",D000506,"Diclofenac Sodium","디클로페낙나트륨","","용액주사제",199801499,"삼진디클로페낙나트륨주사(수출용)",19981120,"삼진제약(주)","무색내지 미황색의 투명한 액이 든 갈색앰플제",01140,"해열.진통.소염제","전문의약품","[M050288]디클로페낙나트륨",20150507,"","","Diclofenac Sodium(디클로페낙나트륨)",20230819
"투여기간주의","단일",D001651,"Xylometazoline Hydrochloride","자일로메타졸린염산염","","일반액상분무제",199806459,"오트리빈멘톨0.1%분무제(자일로메타졸린염산염)",19980928,"헤일리온코리아주식회사","박하향의 무색내지 미백색의 액제가 함유된 분무제",01320,"이비과용제","일반의약품","[M257887]자일로메타졸린염산염",20231108,"","","Xylometazoline Hydrochloride(자일로메타졸린염산염)",20220201
